eval/mean_reward,step
0.09809475332431555,0
0.3195681044992698,10000
0.5315127197578051,20000
0.6037008472097989,30000
0.6660422632376123,40000
0.7131672093892812,50000
0.751216846481929,60000
0.7833985043342137,70000
